Startup Name,Amount_Cleaned,Sector_Standardized,City,State_Standardized,Investors' Name,Date_Parsed,Year
Freecharge,₹72.57 Cr,E-Commerce,Pune,Maharashtra,"Sequoia Capital India, Mumbai Angels",2015-03-28,2015
DeHaat,₹168.23 Cr,E-Commerce,Hyderabad,Telangana,"SoftBank Vision Fund, Accel Partners",2015-10-07,2015
BookMyShow,₹45.03 Cr,E-Commerce,Bangalore,Karnataka,Peak XV Partners,2011-12-02,2011
DailyHunt,₹6.43 Cr,Fintech,Ahmedabad,Gujarat,Sequoia Capital India,2024-04-26,2024
mCaffeine,₹60.61 Cr,Healthtech,Bangalore,Karnataka,Deepinder Goyal,2025-06-06,2025
The Ken,₹64.85 Cr,E-Commerce,Jaipur,Rajasthan,Kunal Shah,2024-09-10,2024
Flipkart Quick,₹25.22 Cr,SaaS,Pune,Maharashtra,Saama Capital,2021-07-04,2021
Pilgrim,₹12.79 Cr,Deeptech,Mumbai,Maharashtra,Kunal Shah,2025-10-02,2025
ElasticRun,₹186.52 Cr,Gaming,Hyderabad,Telangana,Saama Capital,2024-08-05,2024
Licious,₹31.92 Cr,Logistics,Pune,Maharashtra,Kalaari Capital,2020-09-05,2020
Redbus,₹321.82 Cr,E-Commerce,Bangalore,Karnataka,"Elevation Capital, Tiger Global, Tencent",2012-06-21,2012
Vogo,₹784.31 Cr,Edtech,Chennai,Tamil Nadu,"Accel India, Kalaari Capital, ChrysCapital, Sequoia Capital, Lightspeed Venture Partners",2021-04-15,2021
Yulu,₹115.12 Cr,Mobility,Jaipur,Rajasthan,Sequoia Capital India,2020-01-27,2020
Mobile Premier League,₹225.02 Cr,Foodtech,Delhi,Delhi,Tiger Global,2019-01-18,2019
Jumbotail,₹3.35 Cr,SaaS,Gurgaon,Haryana,Sachin Bansal,2019-03-04,2019
Revv,₹37.59 Cr,Fintech,Delhi,Delhi,Deepinder Goyal,2016-01-30,2016
Treebo,₹356.55 Cr,Logistics,Mumbai,Maharashtra,Nexus Venture Partners,2019-10-15,2019
Portea Medical,₹868.98 Cr,E-Commerce,Delhi,Delhi,"Kedaara Capital, Sequoia Capital, KKR India, ChrysCapital",2014-07-16,2014
KreditBee,₹10.31 Cr,Healthtech,Bangalore,Karnataka,SAIF Partners,2023-12-15,2023
FamPay,₹29.40 Cr,Fintech,Mysore,Karnataka,Ritesh Agarwal,2021-10-04,2021
Ather Energy,₹653.37 Cr,E-Commerce,Bangalore,Karnataka,Aditya Birla Ventures,2025-10-28,2025
Pepperfry,₹222.14 Cr,E-Commerce,Chennai,Tamil Nadu,"Tencent, Lightspeed India",2017-07-15,2017
Captain Fresh,₹8.40 Cr,Mobility,Gurgaon,Haryana,Kunal Shah,2024-11-23,2024
Myntra,₹4.14 Cr,E-Commerce,Bangalore,Karnataka,Nexus Venture Partners,2010-08-21,2010
OkCredit,₹118.01 Cr,E-Commerce,Kolkata,West Bengal,"Peak XV Partners, SAIF Partners",2021-06-29,2021
Haptik,₹197.77 Cr,Mobility,Bangalore,Karnataka,"Chiratae Ventures, Lightspeed India",2021-02-19,2021
Spinny,₹240.13 Cr,SaaS,Hyderabad,Telangana,"SoftBank Vision Fund, Fireside Ventures",2021-08-05,2021
Yulu,₹16.55 Cr,Mobility,Mumbai,Maharashtra,Chiratae Ventures,2016-12-19,2016
Jupiter,₹4.85 Cr,Foodtech,Bangalore,Karnataka,Binny Bansal,2019-01-18,2019
Lybrate,₹248.72 Cr,Fintech,Mumbai,Maharashtra,"Accel Partners, Accel India",2015-12-12,2015
Go Digit,₹430.69 Cr,Social Media,Delhi,Delhi,"Peak XV Partners, General Atlantic",2019-05-21,2019
CredFlow,₹14.92 Cr,E-Commerce,Surat,Gujarat,Matrix Partners India,2025-11-04,2025
ElasticRun,₹4.83 Cr,Gaming,Gurgaon,Haryana,Saama Capital,2023-01-30,2023
Milkbasket,₹30.51 Cr,E-Commerce,Kochi,Kerala,Matrix Partners India,2024-04-27,2024
Moj,₹231.37 Cr,Edtech,Jaipur,Rajasthan,Google Ventures,2021-02-24,2021
Waycool Foods,₹6.34 Cr,Foodtech,Lucknow,Uttar Pradesh,Bhavish Aggarwal,2022-10-04,2022
Vedantu,₹25.66 Cr,E-Commerce,Pune,Maharashtra,Chiratae Ventures,2015-07-28,2015
SimplyNadu,₹4.83 Cr,SaaS,Pune,Maharashtra,Elevation Capital,2022-02-07,2022
ET Money,₹17.23 Cr,Agritech,Lucknow,Uttar Pradesh,Accel India,2023-05-24,2023
Zepto,₹538.05 Cr,E-Commerce,Gurgaon,Haryana,"Alibaba, SoftBank Vision Fund, SAIF Partners",2021-03-14,2021
Chingari,₹4.15 Cr,Healthtech,Pune,Maharashtra,Accel India,2023-01-06,2023
CRED,₹80.44 Cr,Foodtech,Ahmedabad,Gujarat,"Elevation Capital, Kalaari Capital",2014-12-23,2014
Upstox,₹51.09 Cr,Fintech,Mumbai,Maharashtra,Deepinder Goyal,2015-04-26,2015
Zomato,₹44.44 Cr,E-Commerce,Hyderabad,Telangana,SAIF Partners,2015-04-01,2015
CredFlow,₹666.15 Cr,E-Commerce,Kolkata,West Bengal,"Aditya Birla Ventures, Fireside Ventures, Accel Partners",2025-12-31,2025
Udaan,₹67.01 Cr,Fintech,Mumbai,Maharashtra,SAIF Partners,2021-10-12,2021
Redbus,₹473.06 Cr,E-Commerce,Hyderabad,Telangana,"Blume Ventures, Flipkart Ventures, Lightspeed India",2015-05-06,2015
Zostel,₹61.25 Cr,Fintech,Hyderabad,Telangana,Sequoia Capital India,2019-05-16,2019
Toppr,₹5.51 Cr,E-Commerce,Bangalore,Karnataka,Vijay Shekhar Sharma,2013-05-14,2013
MobiKwik,₹65.38 Cr,E-Commerce,Gurgaon,Haryana,Ritesh Agarwal,2014-02-20,2014
Freshdesk,₹138.76 Cr,E-Commerce,Hyderabad,Telangana,"Matrix Partners India, TCS Ventures",2014-10-30,2014
M2P Fintech,₹23.71 Cr,Fintech,Kochi,Kerala,Ratan Tata,2019-12-05,2019
Glance,₹207.66 Cr,Logistics,Delhi,Delhi,"Flipkart Ventures, SoftBank Vision Fund",2023-08-15,2023
Rapido,₹190.14 Cr,E-Commerce,Pune,Maharashtra,SoftBank Vision Fund,2021-10-16,2021
Shopclues,₹40.31 Cr,SaaS,Pune,Maharashtra,Fireside Ventures,2017-12-09,2017
PolicyBazaar,₹489.72 Cr,E-Commerce,Chennai,Tamil Nadu,Accel Partners,2015-06-16,2015
ET Money,₹6.05 Cr,Agritech,Coimbatore,Tamil Nadu,Chiratae Ventures,2022-12-28,2022
Delhivery,₹12.19 Cr,E-Commerce,Pune,Maharashtra,Kalaari Capital,2017-04-06,2017
Zepto,₹156.65 Cr,E-Commerce,Kolkata,West Bengal,Nexus Venture Partners,2024-12-03,2024
Zoomcar,₹42.20 Cr,Agritech,Chandigarh,Chandigarh,Peak XV Partners,2017-07-25,2017
Khatabook,₹4.56 Cr,SaaS,Chennai,Tamil Nadu,Ritesh Agarwal,2023-06-26,2023
The Ken,₹31.48 Cr,E-Commerce,Coimbatore,Tamil Nadu,Nexus Venture Partners,2023-08-24,2023
FreshToHome,₹183.10 Cr,Fintech,Mumbai,Maharashtra,"Times Internet, Peak XV Partners",2024-12-09,2024
Captain Fresh,₹117.56 Cr,Mobility,Surat,Gujarat,"Indian Angel Network, Binny Bansal",2024-01-29,2024
DealShare,₹210.44 Cr,Foodtech,Indore,Madhya Pradesh,Peak XV Partners,2020-06-04,2020
Yatra,₹28.23 Cr,E-Commerce,Pune,Maharashtra,Ritesh Agarwal,2012-11-08,2012
Myntra,₹95.25 Cr,E-Commerce,Bangalore,Karnataka,"Accel India, Falguni Nayar",2013-11-07,2013
Khatabook,₹82.30 Cr,SaaS,Chennai,Tamil Nadu,"Accel India, Fireside Ventures",2022-01-08,2022
Cars24,₹8.36 Cr,Fintech,Ahmedabad,Gujarat,Accel India,2017-08-28,2017
UrbanClap,₹182.16 Cr,E-Commerce,Hyderabad,Telangana,Accel India,2012-04-23,2012
CarWale,₹144.37 Cr,SaaS,Chennai,Tamil Nadu,"Chiratae Ventures, Naspers",2019-04-28,2019
InMobi,₹448.08 Cr,E-Commerce,Chennai,Tamil Nadu,"Steadview Capital, Saama Capital, Qualcomm Ventures",2012-07-17,2012
OfBusiness,₹59.40 Cr,E-Commerce,Chandigarh,Chandigarh,Indian Angel Network,2020-04-22,2020
FamPay,₹7.36 Cr,Fintech,Thiruvananthapuram,Kerala,Indian Angel Network,2022-03-10,2022
Glance,₹462.04 Cr,Logistics,Mumbai,Maharashtra,"Coatue Management, Alibaba, Accel Partners",2024-08-11,2024
Simple Energy,₹21.48 Cr,Fintech,Pune,Maharashtra,Elevation Capital,2024-07-16,2024
Udaan,₹158.00 Cr,Fintech,Jaipur,Rajasthan,General Atlantic,2018-11-07,2018
Noise,₹9.68 Cr,E-Commerce,Gurgaon,Haryana,Accel India,2022-03-27,2022
Xpressbees,₹110.89 Cr,Fintech,Pune,Maharashtra,Bhavish Aggarwal,2019-03-04,2019
FamPay,₹247.80 Cr,Fintech,Thiruvananthapuram,Kerala,Elevation Capital,2023-12-23,2023
Zepto,₹176.06 Cr,E-Commerce,Chandigarh,Chandigarh,"Chiratae Ventures, Coatue Management",2023-02-18,2023
Myntra,₹29.40 Cr,E-Commerce,Chennai,Tamil Nadu,Chiratae Ventures,2011-08-19,2011
Plum Insurance,₹1024.79 Cr,Foodtech,Bangalore,Karnataka,"Warburg Pincus, Tencent",2025-04-19,2025
MoneyView,₹48.34 Cr,E-Commerce,Vadodara,Gujarat,Chiratae Ventures,2025-02-25,2025
InShorts,₹96.97 Cr,SaaS,Vadodara,Gujarat,"Kunal Shah, Sachin Bansal",2024-04-27,2024
Rivigo,₹66.52 Cr,Foodtech,Delhi,Delhi,"Fireside Ventures, Accel India",2017-09-27,2017
Cars24,₹71.29 Cr,Fintech,Hyderabad,Telangana,Sequoia Capital India,2017-05-16,2017
Udaan,₹11.35 Cr,Fintech,Chennai,Tamil Nadu,Ritesh Agarwal,2017-11-26,2017
HealthifyMe,₹336.92 Cr,E-Commerce,Chandigarh,Chandigarh,"Times Internet, Naspers, Lightspeed Venture Partners",2015-08-26,2015
Ola Electric,₹8.30 Cr,Foodtech,Chennai,Tamil Nadu,Nexus Venture Partners,2022-02-17,2022
Moj,₹449.81 Cr,Edtech,Hyderabad,Telangana,"Kalaari Capital, Matrix Partners India",2022-07-28,2022
Zappfresh,₹6.78 Cr,Gaming,Lucknow,Uttar Pradesh,Kunal Shah,2023-01-19,2023
BharatMatrimony,₹335.08 Cr,E-Commerce,Bangalore,Karnataka,"Blume Ventures, Qualcomm Ventures, Lightspeed India",2012-03-01,2012
Mobile Premier League,₹23.53 Cr,Foodtech,Gurgaon,Haryana,Saama Capital,2016-08-21,2016
INDmoney,₹44.01 Cr,Fintech,Gurgaon,Haryana,Matrix Partners India,2023-08-12,2023
Apna,₹3.83 Cr,Foodtech,Lucknow,Uttar Pradesh,Falguni Nayar,2019-11-12,2019
MoneyTap,₹5.86 Cr,E-Commerce,Gurgaon,Haryana,Peak XV Partners,2011-03-05,2011
Ninjacart,₹34.55 Cr,Mobility,Chandigarh,Chandigarh,Saama Capital,2025-09-21,2025
Ather Energy,₹20.43 Cr,E-Commerce,Bangalore,Karnataka,Binny Bansal,2024-05-24,2024
Meesho,₹16.36 Cr,E-Commerce,Thiruvananthapuram,Kerala,Blume Ventures,2015-10-11,2015
Digit Insurance,₹316.53 Cr,Healthtech,Pune,Maharashtra,Reliance Ventures,2019-03-03,2019
CredFlow,₹28.67 Cr,E-Commerce,Delhi,Delhi,Sequoia Capital India,2022-11-05,2022
FreshToHome,₹29.56 Cr,Fintech,Thiruvananthapuram,Kerala,Lightspeed India,2020-07-31,2020
Moj,₹16.45 Cr,Edtech,Bangalore,Karnataka,Nexus Venture Partners,2021-05-21,2021
Haptik,₹285.14 Cr,Mobility,Lucknow,Uttar Pradesh,Steadview Capital,2020-06-29,2020
OfBusiness,₹6.33 Cr,E-Commerce,Ahmedabad,Gujarat,Elevation Capital,2016-04-24,2016
Wow Skin Science,₹19.18 Cr,E-Commerce,Visakhapatnam,Andhra Pradesh,Peak XV Partners,2022-12-26,2022
Zetwerk,₹1810.95 Cr,Foodtech,Thiruvananthapuram,Kerala,"Kedaara Capital, SoftBank Vision Fund, Elevation Capital, Multiples Alternate Asset Management, Blume Ventures",2020-08-14,2020
INDmoney,₹21.59 Cr,Fintech,Nagpur,Maharashtra,Elevation Capital,2022-09-24,2022
EarlySalary,₹65.83 Cr,Mobility,Bangalore,Karnataka,Elevation Capital,2025-08-06,2025
Shiprocket,₹44.16 Cr,Foodtech,Hyderabad,Telangana,Kunal Shah,2018-10-18,2018
Ninjacart,₹18.18 Cr,Mobility,Hyderabad,Telangana,Nexus Venture Partners,2025-03-08,2025
Moj,₹170.16 Cr,Edtech,Visakhapatnam,Andhra Pradesh,Flipkart Ventures,2021-05-09,2021
Shiprocket,₹950.60 Cr,Foodtech,Chennai,Tamil Nadu,"Steadview Capital, Blackstone, Saama Capital, General Atlantic",2020-01-17,2020
Yellow Messenger,₹110.05 Cr,Healthtech,Surat,Gujarat,"Chiratae Ventures, Kalaari Capital",2021-10-10,2021
Rivigo,₹113.11 Cr,Foodtech,Chandigarh,Chandigarh,SAIF Partners,2018-03-20,2018
Dunzo Daily,₹516.87 Cr,SaaS,Pune,Maharashtra,"Matrix Partners India, Fireside Ventures, Alibaba",2023-05-20,2023
Yellow Messenger,₹59.73 Cr,Healthtech,Lucknow,Uttar Pradesh,Indian Angel Network,2017-08-09,2017
Swiggy,₹21.00 Cr,Foodtech,Delhi,Delhi,Kalaari Capital,2018-05-22,2018
Purplle,₹44.25 Cr,Foodtech,Pune,Maharashtra,Peak XV Partners,2024-04-16,2024
Zostel,₹56.50 Cr,Fintech,Hyderabad,Telangana,Sequoia Capital India,2017-09-11,2017
Josh,₹331.03 Cr,Fintech,Chennai,Tamil Nadu,Matrix Partners India,2023-11-25,2023
Jumbotail,₹4.53 Cr,SaaS,Lucknow,Uttar Pradesh,Kunal Shah,2019-06-19,2019
Waycool Foods,₹5.76 Cr,Foodtech,Hyderabad,Telangana,Binny Bansal,2022-04-10,2022
UrbanClap,₹9.18 Cr,E-Commerce,Hyderabad,Telangana,Peak XV Partners,2013-05-02,2013
CityMall,₹86.31 Cr,Healthtech,Bangalore,Karnataka,Bhavish Aggarwal,2024-05-22,2024
The Ken,₹150.54 Cr,E-Commerce,Delhi,Delhi,Steadview Capital,2021-12-24,2021
Vedantu,₹13.89 Cr,E-Commerce,Pune,Maharashtra,Bhavish Aggarwal,2013-07-13,2013
Josh,₹64.84 Cr,Fintech,Pune,Maharashtra,Blume Ventures,2020-12-17,2020
Jupiter,₹285.34 Cr,Foodtech,Nagpur,Maharashtra,"Blume Ventures, Tiger Global",2022-04-11,2022
FamPay,₹505.75 Cr,Fintech,Thiruvananthapuram,Kerala,"Tiger Global, TCS Ventures",2021-04-09,2021
Nykaa Fashion,₹21.42 Cr,SaaS,Lucknow,Uttar Pradesh,Ritesh Agarwal,2023-06-20,2023
Freshdesk,₹586.00 Cr,E-Commerce,Gurgaon,Haryana,"General Atlantic, Chiratae Ventures, Fireside Ventures",2013-09-04,2013
Zomato,₹8.70 Cr,E-Commerce,Pune,Maharashtra,Accel India,2010-09-09,2010
Simplilearn,₹5.88 Cr,Fintech,Ahmedabad,Gujarat,Kunal Shah,2014-05-12,2014
Jumbotail,₹135.51 Cr,SaaS,Chandigarh,Chandigarh,Fireside Ventures,2021-06-27,2021
Milkbasket,₹735.00 Cr,E-Commerce,Bangalore,Karnataka,Kalaari Capital,2021-07-06,2021
Pepperfry,₹110.44 Cr,E-Commerce,Bangalore,Karnataka,Matrix Partners India,2016-03-30,2016
upGrad,₹747.87 Cr,E-Commerce,Pune,Maharashtra,"Tencent, General Atlantic, Multiples Alternate Asset Management, Naspers, Kedaara Capital",2017-11-09,2017
Ditto Insurance,₹39.88 Cr,Logistics,Pune,Maharashtra,Mumbai Angels,2025-05-23,2025
KissanKraft,₹25.63 Cr,Gaming,Bhubaneswar,Odisha,SAIF Partners,2025-01-05,2025
Apna,₹89.07 Cr,Foodtech,Bhubaneswar,Odisha,"Sequoia Capital India, Falguni Nayar",2024-03-06,2024
Lybrate,₹99.38 Cr,Fintech,Gurgaon,Haryana,Indian Angel Network,2014-01-12,2014
Blinkit,₹23.62 Cr,Edtech,Pune,Maharashtra,Indian Angel Network,2020-03-05,2020
Wow Skin Science,₹747.68 Cr,E-Commerce,Indore,Madhya Pradesh,Peak XV Partners,2025-09-07,2025
FamPay,₹167.65 Cr,Fintech,Gurgaon,Haryana,"Sequoia Capital India, Lightspeed India",2021-04-21,2021
Myntra,₹4.33 Cr,E-Commerce,Delhi,Delhi,Vijay Shekhar Sharma,2010-03-31,2010
Yulu,₹263.98 Cr,Mobility,Kolkata,West Bengal,"SoftBank Vision Fund, Alibaba",2020-11-04,2020
Paytm First Games,₹11.49 Cr,Social Media,Ahmedabad,Gujarat,Nexus Venture Partners,2017-01-17,2017
Purplle,₹1293.57 Cr,Foodtech,Hyderabad,Telangana,"SoftBank Vision Fund, Steadview Capital, KKR India",2025-05-02,2025
Niyo,₹90.71 Cr,Fintech,Chennai,Tamil Nadu,Sequoia Capital India,2024-05-28,2024
Moglix,₹32.42 Cr,Healthtech,Mumbai,Maharashtra,Vijay Shekhar Sharma,2017-01-24,2017
CredFlow,₹19.50 Cr,E-Commerce,Mumbai,Maharashtra,Mumbai Angels,2022-12-15,2022
Stable Money,₹6.75 Cr,E-Commerce,Delhi,Delhi,Lightspeed India,2025-04-27,2025
FirstCry,₹103.22 Cr,SaaS,Hyderabad,Telangana,"Vijay Shekhar Sharma, Accel India",2015-06-02,2015
BharatMatrimony,₹74.05 Cr,E-Commerce,Gurgaon,Haryana,Chiratae Ventures,2011-08-28,2011
CredFlow,₹12.08 Cr,E-Commerce,Lucknow,Uttar Pradesh,Saama Capital,2025-05-24,2025
Spinny,₹23.35 Cr,SaaS,Kolkata,West Bengal,Vijay Shekhar Sharma,2021-07-26,2021
Zappfresh,₹28.65 Cr,Gaming,Chennai,Tamil Nadu,Ritesh Agarwal,2022-03-31,2022
FabFurnish,₹436.97 Cr,Foodtech,Hyderabad,Telangana,"Accel India, General Atlantic",2018-03-10,2018
Groww,₹51.44 Cr,Fintech,Bangalore,Karnataka,Deepinder Goyal,2014-09-22,2014
Practo,₹67.76 Cr,E-Commerce,Ahmedabad,Gujarat,Deepinder Goyal,2015-01-21,2015
Milkbasket,₹73.73 Cr,E-Commerce,Ahmedabad,Gujarat,Matrix Partners India,2020-11-24,2020
Zoomcar,₹30.80 Cr,Agritech,Hyderabad,Telangana,Falguni Nayar,2018-07-26,2018
Xpressbees,₹46.65 Cr,Fintech,Delhi,Delhi,Elevation Capital,2017-09-08,2017
Mobile Premier League,₹9.91 Cr,Foodtech,Bangalore,Karnataka,Ratan Tata,2019-12-26,2019
Dunzo Daily,₹117.08 Cr,SaaS,Visakhapatnam,Andhra Pradesh,Kunal Shah,2023-03-01,2023
DealShare,₹6.87 Cr,Foodtech,Pune,Maharashtra,Falguni Nayar,2024-11-20,2024
Bounce,₹332.90 Cr,Foodtech,Hyderabad,Telangana,"Peak XV Partners, Lightspeed India",2021-06-27,2021
Nykaa Fashion,₹13.60 Cr,SaaS,Lucknow,Uttar Pradesh,Lightspeed India,2022-11-05,2022
Shaadi.com,₹67.72 Cr,E-Commerce,Gurgaon,Haryana,"Sequoia Capital India, Accel India",2012-10-04,2012
Spinny,₹2.14 Cr,SaaS,Mumbai,Maharashtra,Saama Capital,2016-12-03,2016
Moj,₹67.72 Cr,Edtech,Chandigarh,Chandigarh,Sachin Bansal,2022-05-24,2022
Zoomcar,₹61.12 Cr,Agritech,Pune,Maharashtra,Deepinder Goyal,2018-12-20,2018
Zoomcar,₹211.26 Cr,Agritech,Surat,Gujarat,Infosys Innovation Fund,2019-10-07,2019
Simplilearn,₹93.76 Cr,Fintech,Hyderabad,Telangana,Binny Bansal,2016-01-14,2016
Ather Energy,₹338.00 Cr,E-Commerce,Gurgaon,Haryana,Fireside Ventures,2025-04-25,2025
BYJU'S,₹46.51 Cr,Foodtech,Chandigarh,Chandigarh,Bhavish Aggarwal,2017-06-12,2017
The Ken,₹114.94 Cr,E-Commerce,Delhi,Delhi,Ritesh Agarwal,2021-03-25,2021
Captain Fresh,₹236.76 Cr,Mobility,Bangalore,Karnataka,Qualcomm Ventures,2024-05-31,2024
CredFlow,₹578.07 Cr,E-Commerce,Delhi,Delhi,"Chiratae Ventures, Saama Capital",2024-06-21,2024
Grofers,₹5.38 Cr,E-Commerce,Pune,Maharashtra,Binny Bansal,2013-01-08,2013
Digit Insurance,₹295.71 Cr,Healthtech,Surat,Gujarat,Saama Capital,2021-04-12,2021
Stable Money,₹105.37 Cr,E-Commerce,Bangalore,Karnataka,"Chiratae Ventures, Mumbai Angels",2025-11-03,2025
Flipkart Quick,₹6.82 Cr,SaaS,Hyderabad,Telangana,Ritesh Agarwal,2019-02-24,2019
Jumbotail,₹21.63 Cr,SaaS,Gurgaon,Haryana,Ratan Tata,2019-08-29,2019
Ultraviolette,₹7.63 Cr,Fintech,Chennai,Tamil Nadu,Blume Ventures,2025-08-30,2025
Slice,₹117.74 Cr,SaaS,Lucknow,Uttar Pradesh,Kunal Shah,2024-09-28,2024
KissanKraft,₹105.33 Cr,Gaming,Gurgaon,Haryana,"Blume Ventures, Matrix Partners India",2025-02-03,2025
Slice,₹96.29 Cr,SaaS,Kolkata,West Bengal,"Nexus Venture Partners, Fireside Ventures",2020-01-19,2020
BluSmart,₹52.21 Cr,Social Media,Gurgaon,Haryana,Fireside Ventures,2025-05-23,2025
Sugar Cosmetics,₹8.28 Cr,Healthtech,Indore,Madhya Pradesh,Kunal Shah,2022-01-06,2022
Roposo,₹11.18 Cr,E-Commerce,Pune,Maharashtra,Bhavish Aggarwal,2022-09-15,2022
Spinny,₹591.14 Cr,SaaS,Pune,Maharashtra,"General Atlantic, Wipro Ventures",2020-04-24,2020
Revolt Motors,₹141.72 Cr,Fintech,Delhi,Delhi,"Mumbai Angels, Indian Angel Network",2023-08-03,2023
Flipkart Quick,₹31.29 Cr,SaaS,Bangalore,Karnataka,Kalaari Capital,2020-08-07,2020
FirstCry,₹394.87 Cr,SaaS,Mumbai,Maharashtra,"Amazon Ventures, Sequoia Capital",2017-10-01,2017
Vedantu,₹110.46 Cr,E-Commerce,Chennai,Tamil Nadu,"Falguni Nayar, Kunal Shah",2017-02-05,2017
MoneyView,₹473.08 Cr,E-Commerce,Delhi,Delhi,"Chiratae Ventures, Elevation Capital",2024-10-30,2024
Dream11,₹168.61 Cr,Edtech,Kochi,Kerala,Alibaba,2020-12-22,2020
Mobile Premier League,₹172.87 Cr,Foodtech,Bangalore,Karnataka,"Kalaari Capital, Blume Ventures",2020-09-03,2020
Revolt Motors,₹48.76 Cr,Fintech,Bangalore,Karnataka,Sequoia Capital India,2023-11-08,2023
CarWale,₹16.98 Cr,SaaS,Ahmedabad,Gujarat,Kalaari Capital,2016-09-30,2016
Country Delight,₹10.33 Cr,Healthtech,Kolkata,West Bengal,Kunal Shah,2022-01-02,2022
Arya.ag,₹24.29 Cr,Logistics,Mysore,Karnataka,Sequoia Capital India,2022-03-16,2022
FreshToHome,₹192.67 Cr,Fintech,Pune,Maharashtra,Fireside Ventures,2022-10-31,2022
ShareChat,₹6.02 Cr,Fintech,Chennai,Tamil Nadu,Ratan Tata,2023-12-21,2023
Zetwerk,₹23.92 Cr,Foodtech,Mumbai,Maharashtra,Sequoia Capital India,2016-11-03,2016
mCaffeine,₹2.88 Cr,Healthtech,Pune,Maharashtra,Saama Capital,2022-07-01,2022
Slice,₹10.45 Cr,SaaS,Bangalore,Karnataka,Indian Angel Network,2019-09-22,2019
Quikr,₹404.17 Cr,E-Commerce,Bangalore,Karnataka,"SoftBank Vision Fund, Lightspeed India, Sequoia Capital India",2012-06-10,2012
SimplyNadu,₹383.65 Cr,SaaS,Hyderabad,Telangana,"Wipro Ventures, Steadview Capital, SAIF Partners",2021-12-04,2021
M2P Fintech,₹17.50 Cr,Fintech,Delhi,Delhi,Kunal Shah,2022-05-31,2022
Practo,₹140.59 Cr,E-Commerce,Mumbai,Maharashtra,Accel Partners,2014-08-08,2014
Apna,₹23.41 Cr,Foodtech,Hyderabad,Telangana,Falguni Nayar,2019-05-28,2019
CarWale,₹5.94 Cr,SaaS,Chennai,Tamil Nadu,Ritesh Agarwal,2016-05-18,2016
Treebo,₹220.50 Cr,Logistics,Mumbai,Maharashtra,TCS Ventures,2021-06-28,2021
FabHotels,₹19.36 Cr,SaaS,Ahmedabad,Gujarat,Vijay Shekhar Sharma,2016-05-07,2016
KissanKraft,₹387.19 Cr,Gaming,Gurgaon,Haryana,"Sequoia Capital, Accel India",2024-05-22,2024
Paytm First Games,₹328.90 Cr,Social Media,Delhi,Delhi,Accel India,2021-06-28,2021
Infra.Market,₹735.00 Cr,E-Commerce,Kolkata,West Bengal,"Tiger Global, Accel Partners, Chiratae Ventures",2021-01-21,2021
BigBasket,₹343.38 Cr,E-Commerce,Chennai,Tamil Nadu,Peak XV Partners,2015-05-26,2015
Go Digit,₹15.06 Cr,Social Media,Pune,Maharashtra,Blume Ventures,2016-08-14,2016
FreshToHome,₹414.36 Cr,Fintech,Bhubaneswar,Odisha,Elevation Capital,2024-02-19,2024
FabFurnish,₹22.56 Cr,Foodtech,Mumbai,Maharashtra,Elevation Capital,2014-12-26,2014
boAt,₹18.34 Cr,Logistics,Surat,Gujarat,Kunal Shah,2022-10-16,2022
Zappfresh,₹262.13 Cr,Gaming,Gurgaon,Haryana,Accel Partners,2022-05-16,2022
Udaan,₹11.27 Cr,Fintech,Hyderabad,Telangana,Nexus Venture Partners,2013-03-24,2013
Shadowfax,₹33.97 Cr,SaaS,Mumbai,Maharashtra,Vijay Shekhar Sharma,2017-01-13,2017
Quikr,₹600.65 Cr,E-Commerce,Pune,Maharashtra,Accel Partners,2015-10-01,2015
CarWale,₹20.76 Cr,SaaS,Chennai,Tamil Nadu,Kalaari Capital,2021-08-07,2021
InShorts,₹2.24 Cr,SaaS,Ahmedabad,Gujarat,Vijay Shekhar Sharma,2022-11-27,2022
Waycool Foods,₹807.71 Cr,Foodtech,Gurgaon,Haryana,"SAIF Partners, Naspers",2025-01-29,2025
Flipkart Quick,₹158.58 Cr,SaaS,Surat,Gujarat,Accel India,2021-01-02,2021
Shopclues,₹24.29 Cr,SaaS,Surat,Gujarat,Sachin Bansal,2015-10-27,2015
KreditBee,₹97.27 Cr,Healthtech,Visakhapatnam,Andhra Pradesh,Saama Capital,2025-08-06,2025
Waycool Foods,₹6.85 Cr,Foodtech,Chennai,Tamil Nadu,Mumbai Angels,2023-12-07,2023
Bounce,₹6.78 Cr,Foodtech,Pune,Maharashtra,Matrix Partners India,2021-03-03,2021
WayCool,₹9.05 Cr,Mobility,Mumbai,Maharashtra,Vijay Shekhar Sharma,2017-08-23,2017
Jar,₹735.00 Cr,Healthtech,Mumbai,Maharashtra,"Accel Partners, Lightspeed India, Blume Ventures",2021-05-20,2021
The Ken,₹102.96 Cr,E-Commerce,Indore,Madhya Pradesh,SAIF Partners,2022-07-21,2022
Country Delight,₹283.33 Cr,Healthtech,Coimbatore,Tamil Nadu,Lightspeed Venture Partners,2022-02-02,2022
Josh,₹10.84 Cr,Fintech,Hyderabad,Telangana,Kunal Shah,2019-11-02,2019
Zappfresh,₹52.38 Cr,Gaming,Coimbatore,Tamil Nadu,Accel India,2023-11-18,2023
Udaan,₹10.42 Cr,Fintech,Delhi,Delhi,Ritesh Agarwal,2015-03-21,2015
