Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
OkCredit,₹156.43 Cr,$21.11M,1564317485.935541,E-Commerce,Gurgaon,Haryana,Chiratae Ventures,Series A,2020-07-05,2020,Q3,July
Dunzo Daily,₹11.96 Cr,$1.70M,119622499.8598125,SaaS,Pune,Maharashtra,Indian Angel Network,Pre-Series A,2019-12-25,2019,Q4,December
ONDC,₹195.49 Cr,$23.48M,1954859111.5362844,SaaS,Kochi,Kerala,"SAIF Partners, Tencent",Series B,2024-03-10,2024,Q1,March
Unacademy,₹223.56 Cr,$34.33M,2235639282.1571913,Fintech,Hyderabad,Telangana,SAIF Partners,Series B,2017-05-13,2017,Q2,May
Milkbasket,₹409.70 Cr,$52.12M,4096989550.2382107,E-Commerce,Hyderabad,Telangana,Andreessen Horowitz,Series B,2022-03-30,2022,Q1,March
Revolt Motors,₹5.85 Cr,$0.74M,58518658.128882855,Fintech,Hyderabad,Telangana,Indian Angel Network,Seed,2022-08-05,2022,Q3,August
Lenskart,₹20.38 Cr,$3.18M,203799353.2056849,E-Commerce,Gurgaon,Haryana,Chiratae Ventures,Pre-Series A,2015-10-08,2015,Q4,October
Cars24,₹73.13 Cr,$10.69M,731276137.6746643,Fintech,Delhi,Delhi,Vijay Shekhar Sharma,Bridge,2018-10-08,2018,Q4,October
Atomberg,₹4.33 Cr,$0.51M,43258468.76821344,SaaS,Hyderabad,Telangana,Binny Bansal,Seed,2025-04-14,2025,Q2,April
CityMall,₹29.98 Cr,$4.26M,299773354.7944037,Healthtech,Hyderabad,Telangana,Deepinder Goyal,Pre-Series A,2019-01-21,2019,Q1,January
Swiggy,₹762.77 Cr,$117.13M,7627651419.745791,Foodtech,Hyderabad,Telangana,"SoftBank Vision Fund, Andreessen Horowitz, Sequoia Capital, Sequoia Capital India, Naspers",Series C,2017-12-21,2017,Q4,December
Cure.fit,₹5.59 Cr,$0.86M,55938055.55277778,Mobility,Kochi,Kerala,Blume Ventures,Seed,2017-07-10,2017,Q3,July
Fire-Boltt,₹34.79 Cr,$4.21M,347911164.99368805,Foodtech,Lucknow,Uttar Pradesh,Kalaari Capital,Pre-Series A,2023-04-07,2023,Q2,April
Jar,₹213.29 Cr,$27.14M,2132947106.9698873,Healthtech,Hyderabad,Telangana,"Elevation Capital, SAIF Partners",Series B,2022-12-30,2022,Q4,December
The Ken,₹37.69 Cr,$4.56M,376897763.62879866,E-Commerce,Kolkata,West Bengal,Ratan Tata,Pre-Series A,2023-01-30,2023,Q1,January
Atomberg,₹7.94 Cr,$0.96M,79361901.42150158,SaaS,Surat,Gujarat,Nexus Venture Partners,Seed,2023-10-30,2023,Q4,October
Paytm First Games,₹75.79 Cr,$11.08M,757886312.8409564,Social Media,Delhi,Delhi,"Kalaari Capital, Lightspeed India",Bridge,2018-12-30,2018,Q4,December
Yellow Messenger,₹310.95 Cr,$45.47M,3109478225.558907,Healthtech,Pune,Maharashtra,Accel India,Series B,2018-01-31,2018,Q1,January
Yatra,₹276.93 Cr,$47.26M,2769311618.6042237,E-Commerce,Hyderabad,Telangana,"Sequoia Capital, Tencent",Series B,2013-05-23,2013,Q2,May
Snapdeal,₹33.18 Cr,$5.66M,331801870.5336562,E-Commerce,Chennai,Tamil Nadu,Bhavish Aggarwal,Bridge,2013-09-13,2013,Q3,September
Groww,₹7.87 Cr,$1.23M,78658684.62126815,Fintech,Bangalore,Karnataka,Sequoia Capital India,Seed,2015-07-18,2015,Q3,July
Infra.Market,₹358.59 Cr,$50.92M,3585905169.353532,E-Commerce,Delhi,Delhi,"Saama Capital, Naspers, Lightspeed Venture Partners",Debt,2019-04-20,2019,Q2,April
Zappfresh,₹16.33 Cr,$1.96M,163265293.98396504,Gaming,Coimbatore,Tamil Nadu,Nexus Venture Partners,Pre-Series A,2024-04-09,2024,Q2,April
Sugar Cosmetics,₹103.38 Cr,$12.23M,1033799378.1184113,Healthtech,Lucknow,Uttar Pradesh,Kalaari Capital,Series B,2025-03-29,2025,Q1,March
CarWale,₹4.64 Cr,$0.69M,46444393.80651527,SaaS,Ahmedabad,Gujarat,Blume Ventures,Seed,2016-07-20,2016,Q3,July
Milkbasket,₹29.64 Cr,$4.00M,296400000.0,E-Commerce,Kolkata,West Bengal,Bhavish Aggarwal,Seed,2020-01-18,2020,Q1,January
Mamaearth,₹45.61 Cr,$5.40M,456130011.95446515,Edtech,Bangalore,Karnataka,Nexus Venture Partners,Series A,2025-10-02,2025,Q4,October
Milkbasket,₹202.47 Cr,$27.32M,2024739252.1657503,E-Commerce,Vadodara,Gujarat,Fireside Ventures,Series A,2020-08-31,2020,Q3,August
Haptik,₹215.92 Cr,$29.38M,2159189928.1055913,Mobility,Bangalore,Karnataka,"Lightspeed India, Fireside Ventures",Series A,2021-02-17,2021,Q1,February
FreshToHome,₹5.40 Cr,$0.65M,53974018.90951804,Fintech,Mumbai,Maharashtra,Lightspeed India,Seed,2024-10-26,2024,Q4,October
Blu Smart Mobility,₹35.04 Cr,$4.46M,350420811.49866176,E-Commerce,Pune,Maharashtra,Saama Capital,Pre-Series A,2022-06-25,2022,Q2,June
Xpressbees,₹1046.10 Cr,$148.55M,10461049519.814219,Fintech,Lucknow,Uttar Pradesh,"General Atlantic, Chiratae Ventures, SoftBank Vision Fund",Series C,2019-11-15,2019,Q4,November
The HealthInsurance,₹113.95 Cr,$13.69M,1139531651.2114592,Edtech,Delhi,Delhi,Nexus Venture Partners,Bridge,2024-02-23,2024,Q1,February
Verloop.io,₹32.07 Cr,$4.55M,320668445.6568291,Fintech,Gurgaon,Haryana,Lightspeed India,Series A,2019-12-09,2019,Q4,December
Jupiter,₹171.88 Cr,$23.38M,1718756120.17777,Foodtech,Coimbatore,Tamil Nadu,"Fireside Ventures, General Atlantic",Series A,2021-06-30,2021,Q2,June
Zepto,₹44.30 Cr,$5.64M,443013957.843413,E-Commerce,Pune,Maharashtra,Sachin Bansal,Pre-Series A,2022-10-10,2022,Q4,October
Simple Energy,₹66.96 Cr,$7.92M,669572226.1790079,Fintech,Gurgaon,Haryana,Peak XV Partners,Series A,2025-04-04,2025,Q2,April
Udaan,₹98.06 Cr,$13.34M,980578648.0923538,Fintech,Hyderabad,Telangana,Nexus Venture Partners,Series A,2021-06-03,2021,Q2,June
ET Money,₹6.04 Cr,$0.77M,60435802.56299176,Agritech,Bangalore,Karnataka,Fireside Ventures,Seed,2022-09-14,2022,Q3,September
Shopclues,₹242.43 Cr,$35.45M,2424304662.7119727,SaaS,Gurgaon,Haryana,Elevation Capital,Series C,2018-05-30,2018,Q2,May
Jar,₹11.98 Cr,$1.44M,119789164.64761083,Healthtech,Bangalore,Karnataka,Lightspeed India,Pre-Series A,2024-11-30,2024,Q4,November
Treebo,₹1171.43 Cr,$158.09M,11714276421.01839,Logistics,Jaipur,Rajasthan,"Fireside Ventures, Everstone Capital, Saama Capital",Series C,2020-09-30,2020,Q3,September
mCaffeine,₹233.02 Cr,$27.58M,2330159916.097477,Healthtech,Bhubaneswar,Odisha,"Tencent, Saama Capital",Series B,2025-12-20,2025,Q4,December
WayCool,₹197.56 Cr,$29.40M,1975597504.0092525,Mobility,Gurgaon,Haryana,"Tiger Global, Peak XV Partners",Series B,2016-04-07,2016,Q2,April
FreshToHome,₹19.62 Cr,$2.79M,196161810.20558882,Fintech,Bangalore,Karnataka,Indian Angel Network,Pre-Series A,2019-09-17,2019,Q3,September
Ditto Insurance,₹56.96 Cr,$6.74M,569603337.4463016,Logistics,Kolkata,West Bengal,Vijay Shekhar Sharma,Series A,2025-02-08,2025,Q1,February
Captain Fresh,₹9.04 Cr,$1.15M,90436867.41123755,Mobility,Hyderabad,Telangana,Blume Ventures,Seed,2022-01-12,2022,Q1,January
Moj,₹24.08 Cr,$3.25M,240794679.09446102,Edtech,Bangalore,Karnataka,Sachin Bansal,Pre-Series A,2020-06-01,2020,Q2,June
FreshToHome,₹4.00 Cr,$0.48M,40048164.75118365,Fintech,Chennai,Tamil Nadu,Bhavish Aggarwal,Seed,2023-07-17,2023,Q3,July
BankBazaar,₹222.72 Cr,$41.68M,2227154141.0447874,E-Commerce,Gurgaon,Haryana,Elevation Capital,Series B,2012-10-30,2012,Q4,October
Infra.Market,₹222.30 Cr,$30.00M,2223000000.0,E-Commerce,Pune,Maharashtra,"Accel India, Peak XV Partners",Series A,2020-04-21,2020,Q2,April
Revolt Motors,₹114.36 Cr,$13.53M,1143585208.000193,Fintech,Jaipur,Rajasthan,Kalaari Capital,Series A,2025-10-03,2025,Q4,October
Khatabook,₹60.86 Cr,$8.28M,608646976.6548742,SaaS,Hyderabad,Telangana,Sachin Bansal,Series A,2021-11-28,2021,Q4,November
Housing.com,₹118.07 Cr,$19.35M,1180690812.8911726,E-Commerce,Gurgaon,Haryana,Ritesh Agarwal,Series A,2014-04-06,2014,Q2,April
OkCredit,₹222.30 Cr,$30.00M,2223000000.0,E-Commerce,Delhi,Delhi,"Andreessen Horowitz, SoftBank Vision Fund",Series A,2020-06-26,2020,Q2,June
Blinkit,₹74.10 Cr,$10.00M,741000000.0,Edtech,Kolkata,West Bengal,Deepinder Goyal,Pre-Series A,2020-04-25,2020,Q2,April
OYO Rooms,₹132.93 Cr,$19.44M,1329251903.5640934,E-Commerce,Delhi,Delhi,Binny Bansal,Bridge,2018-12-07,2018,Q4,December
KissanKraft,₹5.49 Cr,$0.70M,54930504.38324296,Gaming,Jaipur,Rajasthan,Indian Angel Network,Seed,2022-05-31,2022,Q2,May
CarWale,₹61.72 Cr,$9.48M,617239555.4831008,SaaS,Pune,Maharashtra,Accel India,Bridge,2017-08-31,2017,Q3,August
AgroStar,₹8.92 Cr,$1.33M,89193965.79767662,Foodtech,Indore,Madhya Pradesh,Kunal Shah,Seed,2016-06-16,2016,Q2,June
Droom,₹87.50 Cr,$11.81M,874950288.9628149,Agritech,Chennai,Tamil Nadu,Deepinder Goyal,Bridge,2020-12-01,2020,Q4,December
Mobile Premier League,₹492.67 Cr,$67.03M,4926677565.447393,Foodtech,Pune,Maharashtra,"Andreessen Horowitz, Matrix Partners India",Series B,2021-01-27,2021,Q1,January
Arya.ag,₹6.75 Cr,$0.86M,67517799.49593368,Logistics,Indore,Madhya Pradesh,Ratan Tata,Seed,2022-07-25,2022,Q3,July
Ola Electric,₹14.00 Cr,$1.66M,139951162.46927255,Foodtech,Kolkata,West Bengal,Blume Ventures,Pre-Series A,2025-06-04,2025,Q2,June
HealthifyMe,₹12.81 Cr,$1.91M,128061653.09665495,E-Commerce,Visakhapatnam,Andhra Pradesh,Indian Angel Network,Pre-Series A,2016-06-11,2016,Q2,June
Yulu,₹1318.69 Cr,$179.41M,13186880697.964647,Mobility,Kolkata,West Bengal,"SAIF Partners, Tencent, Alibaba, Sequoia Capital India",Series C,2021-07-16,2021,Q3,July
MobiKwik,₹14.11 Cr,$2.17M,141097456.79270202,E-Commerce,Hyderabad,Telangana,Nexus Venture Partners,Pre-Series A,2017-12-24,2017,Q4,December
Dream11,₹76.84 Cr,$10.91M,768379939.494512,Edtech,Thiruvananthapuram,Kerala,"Nexus Venture Partners, Fireside Ventures",Series A,2019-12-11,2019,Q4,December
Snapdeal,₹69.80 Cr,$13.06M,697971012.294492,E-Commerce,Hyderabad,Telangana,Bhavish Aggarwal,Series A,2012-10-28,2012,Q4,October
MoneyView,₹20.87 Cr,$2.65M,208673946.01545376,E-Commerce,Kolkata,West Bengal,Peak XV Partners,Pre-Series A,2022-07-22,2022,Q3,July
UrbanLadder,₹195.36 Cr,$30.00M,1953600000.0000002,Fintech,Bangalore,Karnataka,Chiratae Ventures,Series A,2017-10-25,2017,Q4,October
ONDC,₹13.73 Cr,$1.65M,137262593.28246143,SaaS,Bhubaneswar,Odisha,Accel India,Pre-Series A,2024-10-09,2024,Q4,October
Delhivery,₹40.58 Cr,$6.65M,405824500.88976514,E-Commerce,Chennai,Tamil Nadu,Nexus Venture Partners,Series A,2014-10-18,2014,Q4,October
Ula,₹368.90 Cr,$50.19M,3688986267.748992,SaaS,Hyderabad,Telangana,SAIF Partners,Series B,2021-02-22,2021,Q1,February
Noise,₹123.06 Cr,$14.56M,1230629826.3065405,E-Commerce,Pune,Maharashtra,Vijay Shekhar Sharma,Series A,2025-10-17,2025,Q4,October
ShareChat,₹85.44 Cr,$10.26M,854380476.6107739,Fintech,Visakhapatnam,Andhra Pradesh,"Falguni Nayar, Mumbai Angels",Series A,2024-11-08,2024,Q4,November
Waycool Foods,₹201.73 Cr,$23.87M,2017255910.3246224,Foodtech,Gurgaon,Haryana,"Sequoia Capital, Tencent",Series B,2025-11-27,2025,Q4,November
Vogo,₹17.34 Cr,$2.46M,173370294.17080012,Edtech,Visakhapatnam,Andhra Pradesh,Bhavish Aggarwal,Seed,2019-07-10,2019,Q3,July
Revv,₹37.01 Cr,$5.68M,370131111.6058022,Fintech,Surat,Gujarat,Lightspeed India,Series A,2017-02-03,2017,Q1,February
FamPay,₹75.60 Cr,$9.15M,755957878.0121672,Fintech,Vadodara,Gujarat,Bhavish Aggarwal,Series A,2023-03-23,2023,Q1,March
Milkbasket,₹16.96 Cr,$2.29M,169585539.09253615,E-Commerce,Hyderabad,Telangana,Bhavish Aggarwal,Seed,2020-11-09,2020,Q4,November
ET Money,₹4.81 Cr,$0.58M,48112754.30350447,Agritech,Kochi,Kerala,Bhavish Aggarwal,Pre-Series A,2023-08-15,2023,Q3,August
upGrad,₹17.72 Cr,$2.90M,177236117.37967592,E-Commerce,Pune,Maharashtra,Lightspeed India,Seed,2014-02-02,2014,Q1,February
Mamaearth,₹197.38 Cr,$23.71M,1973822385.5806377,Edtech,Coimbatore,Tamil Nadu,Qualcomm Ventures,Series B,2024-08-17,2024,Q3,August
InShorts,₹190.14 Cr,$24.19M,1901383853.864808,SaaS,Delhi,Delhi,"Andreessen Horowitz, Sequoia Capital India",Series B,2022-05-15,2022,Q2,May
Moglix,₹264.54 Cr,$35.70M,2645442925.0018125,Healthtech,Indore,Madhya Pradesh,"Nexus Venture Partners, Chiratae Ventures",Series B,2020-10-05,2020,Q4,October
CRED,₹111.12 Cr,$17.06M,1111188410.3488102,Foodtech,Hyderabad,Telangana,"Ritesh Agarwal, Indian Angel Network",Series A,2017-08-17,2017,Q3,August
Zoomcar,₹93.87 Cr,$12.77M,938701734.7542013,Agritech,Pune,Maharashtra,"SAIF Partners, Accel India",Series B,2021-12-13,2021,Q4,December
Mamaearth,₹18.50 Cr,$2.19M,184976548.33772227,Edtech,Ahmedabad,Gujarat,Sequoia Capital India,Pre-Series A,2025-03-10,2025,Q1,March
Zostel,₹28.72 Cr,$3.91M,287216863.1388148,Fintech,Bangalore,Karnataka,Nexus Venture Partners,Pre-Series A,2021-08-16,2021,Q3,August
OfBusiness,₹3.84 Cr,$0.59M,38354012.9337439,E-Commerce,Bangalore,Karnataka,Deepinder Goyal,Seed,2017-12-06,2017,Q4,December
CityMall,₹14.44 Cr,$2.05M,144366364.4818642,Healthtech,Chennai,Tamil Nadu,Chiratae Ventures,Seed,2019-04-08,2019,Q2,April
Shiprocket,₹34.79 Cr,$5.34M,347876727.5034201,Foodtech,Bangalore,Karnataka,Bhavish Aggarwal,Series A,2017-10-14,2017,Q4,October
Glance,₹6.97 Cr,$0.99M,69710240.70206358,Logistics,Chandigarh,Chandigarh,Binny Bansal,Seed,2019-06-15,2019,Q2,June
OfBusiness,₹74.02 Cr,$11.37M,740234598.56793,E-Commerce,Hyderabad,Telangana,"Sequoia Capital India, Matrix Partners India",Series A,2017-11-09,2017,Q4,November
Pepperfry,₹17.48 Cr,$2.60M,174774578.6287201,E-Commerce,Jaipur,Rajasthan,Nexus Venture Partners,Seed,2016-12-12,2016,Q4,December
OkCredit,₹117.20 Cr,$14.08M,1171994749.6456776,E-Commerce,Chennai,Tamil Nadu,Mumbai Angels,Series A,2024-08-10,2024,Q3,August
Ecom Express,₹838.28 Cr,$124.74M,8382787588.256158,E-Commerce,Mumbai,Maharashtra,"Multiples Alternate Asset Management, ICICI Venture, Chiratae Ventures, Naspers, Matrix Partners India",Series C,2016-08-23,2016,Q3,August
SimplyNadu,₹5.89 Cr,$0.84M,58855784.51100238,SaaS,Indore,Madhya Pradesh,Indian Angel Network,Pre-Series A,2019-06-07,2019,Q2,June
INDmoney,₹5.06 Cr,$0.64M,50647470.98765815,Fintech,Delhi,Delhi,Kunal Shah,Seed,2022-12-13,2022,Q4,December
mCaffeine,₹6.25 Cr,$0.80M,62512280.889161,Healthtech,Jaipur,Rajasthan,Elevation Capital,Pre-Series A,2022-06-24,2022,Q2,June
Shiprocket,₹560.21 Cr,$79.55M,5602144679.8340025,Foodtech,Hyderabad,Telangana,"Chiratae Ventures, Tiger Global, Wipro Ventures",Series C,2019-07-13,2019,Q3,July
Country Delight,₹50.16 Cr,$6.77M,501577360.52613723,Healthtech,Delhi,Delhi,Peak XV Partners,Pre-Series A,2020-10-30,2020,Q4,October
Glance,₹51.67 Cr,$6.57M,516736530.73686665,Logistics,Delhi,Delhi,Sequoia Capital India,Series A,2022-08-26,2022,Q3,August
Blu Smart Mobility,₹12.95 Cr,$1.57M,129495345.32084931,E-Commerce,Kolkata,West Bengal,Matrix Partners India,Seed,2023-11-30,2023,Q4,November
Acko,₹20.36 Cr,$2.75M,203608120.13229847,E-Commerce,Gurgaon,Haryana,Sachin Bansal,Seed,2020-12-28,2020,Q4,December
Ather Energy,₹1238.83 Cr,$146.61M,12388313146.050892,E-Commerce,Thiruvananthapuram,Kerala,"Blackstone, Tencent",Series C,2025-02-21,2025,Q1,February
Rivigo,₹107.48 Cr,$15.72M,1074777259.5862148,Foodtech,Mumbai,Maharashtra,Peak XV Partners,Series A,2018-12-26,2018,Q4,December
Portea Medical,₹34.55 Cr,$5.39M,345486174.38507587,E-Commerce,Mumbai,Maharashtra,Elevation Capital,Pre-Series A,2015-03-30,2015,Q1,March
DealShare,₹698.94 Cr,$83.96M,6989382626.355883,Foodtech,Jaipur,Rajasthan,Tiger Global,Series C,2024-03-23,2024,Q1,March
Udaan,₹46.94 Cr,$6.98M,469350025.90136033,Fintech,Bangalore,Karnataka,Kunal Shah,Series A,2016-10-25,2016,Q4,October
Slice,₹3.76 Cr,$0.53M,37585409.6995835,SaaS,Hyderabad,Telangana,Saama Capital,Seed,2019-05-13,2019,Q2,May
Sugar Cosmetics,₹132.11 Cr,$15.63M,1321065590.7292793,Healthtech,Gurgaon,Haryana,Deepinder Goyal,Series B,2025-10-07,2025,Q4,October
Flipkart Quick,₹15.39 Cr,$2.09M,153902933.915846,SaaS,Lucknow,Uttar Pradesh,Deepinder Goyal,Pre-Series A,2021-02-21,2021,Q1,February
Licious,₹52.38 Cr,$6.29M,523790545.54117626,Logistics,Mumbai,Maharashtra,Binny Bansal,Series A,2024-01-25,2024,Q1,January
Vogo,₹145.58 Cr,$21.29M,1455762058.3851311,Edtech,Delhi,Delhi,"Blume Ventures, Peak XV Partners",Series B,2018-08-22,2018,Q3,August
Yulu,₹17.50 Cr,$2.56M,175033860.46128514,Mobility,Chennai,Tamil Nadu,Saama Capital,Seed,2018-07-31,2018,Q3,July
Vegrow,₹6.64 Cr,$0.84M,66370399.32425043,Gaming,Delhi,Delhi,Sequoia Capital India,Seed,2022-08-03,2022,Q3,August
Atomberg,₹57.65 Cr,$6.98M,576527553.4558122,SaaS,Mumbai,Maharashtra,Chiratae Ventures,Series A,2023-10-14,2023,Q4,October
BluSmart,₹253.50 Cr,$30.00M,2535000000.0,Social Media,Chennai,Tamil Nadu,Tencent,Series A,2025-01-09,2025,Q1,January
Milkbasket,₹638.95 Cr,$76.75M,6389488367.794335,E-Commerce,Jaipur,Rajasthan,Lightspeed India,Series C,2024-05-03,2024,Q2,May
M2P Fintech,₹10.24 Cr,$1.24M,102401720.49525194,Fintech,Hyderabad,Telangana,Kalaari Capital,Seed,2023-05-22,2023,Q2,May
Blue Smart,₹5.61 Cr,$0.67M,56067253.42880857,Fintech,Mumbai,Maharashtra,Ritesh Agarwal,Seed,2024-04-09,2024,Q2,April
Blinkit,₹34.00 Cr,$4.83M,340038789.5064251,Edtech,Mumbai,Maharashtra,Matrix Partners India,Pre-Series A,2019-02-19,2019,Q1,February
FirstCry,₹155.00 Cr,$23.80M,1549979430.6769817,SaaS,Pune,Maharashtra,"Steadview Capital, Kalaari Capital",Series B,2017-07-17,2017,Q3,July
Ather Energy,₹28.82 Cr,$4.49M,288166449.99976337,E-Commerce,Coimbatore,Tamil Nadu,Ritesh Agarwal,Pre-Series A,2015-06-27,2015,Q2,June
Ditto Insurance,₹5.26 Cr,$0.67M,52597040.90661404,Logistics,Kolkata,West Bengal,Matrix Partners India,Seed,2022-03-01,2022,Q1,March
FabHotels,₹3.42 Cr,$0.53M,34248034.556779645,SaaS,Delhi,Delhi,Peak XV Partners,Seed,2017-06-25,2017,Q2,June
Practo,₹97.76 Cr,$20.95M,977612133.9016205,E-Commerce,Hyderabad,Telangana,Fireside Ventures,Series A,2011-10-31,2011,Q4,October
Shaadi.com,₹111.68 Cr,$17.41M,1116753880.8105602,E-Commerce,Delhi,Delhi,"Sequoia Capital India, Nexus Venture Partners",Series A,2015-09-08,2015,Q3,September
BankBazaar,₹4.14 Cr,$0.91M,41423250.22970799,E-Commerce,Delhi,Delhi,Vijay Shekhar Sharma,Seed,2010-03-25,2010,Q1,March
Glance,₹142.19 Cr,$17.08M,1421857120.8140478,Logistics,Bangalore,Karnataka,Fireside Ventures,Bridge,2024-03-23,2024,Q1,March
Licious,₹165.14 Cr,$19.99M,1651442958.9983673,Logistics,Hyderabad,Telangana,Blume Ventures,Series B,2023-06-27,2023,Q2,June
Wow Skin Science,₹105.19 Cr,$12.45M,1051861575.4638736,E-Commerce,Pune,Maharashtra,Nexus Venture Partners,Series A,2025-03-23,2025,Q1,March
Captain Fresh,₹354.14 Cr,$42.54M,3541353244.9582973,Mobility,Pune,Maharashtra,Google Ventures,Series B,2024-01-09,2024,Q1,January
MyGlamm,₹16.50 Cr,$1.95M,165043948.037388,E-Commerce,Gurgaon,Haryana,Accel India,Pre-Series A,2025-07-15,2025,Q3,July
AgroStar,₹127.88 Cr,$18.70M,1278772192.498957,Foodtech,Gurgaon,Haryana,Kalaari Capital,Series B,2018-05-29,2018,Q2,May
CarTrade,₹12.78 Cr,$2.74M,127809215.72752643,E-Commerce,Delhi,Delhi,Mumbai Angels,Pre-Series A,2011-07-12,2011,Q3,July
FirstCry,₹58.37 Cr,$8.69M,583675647.1238402,SaaS,Gurgaon,Haryana,Falguni Nayar,Series A,2016-01-23,2016,Q1,January
Xpressbees,₹15.70 Cr,$2.41M,157009264.86144695,Fintech,Chandigarh,Chandigarh,Matrix Partners India,Seed,2017-05-13,2017,Q2,May
The Ken,₹7.41 Cr,$1.05M,74101432.68358448,E-Commerce,Ahmedabad,Gujarat,Falguni Nayar,Seed,2019-03-05,2019,Q1,March
Ather Energy,₹521.99 Cr,$63.19M,5219891097.485813,E-Commerce,Jaipur,Rajasthan,"Kalaari Capital, Coatue Management, Peak XV Partners",Series B,2023-07-22,2023,Q3,July
Zostel,₹8.59 Cr,$1.28M,85851141.4993114,Fintech,Coimbatore,Tamil Nadu,SAIF Partners,Seed,2016-09-20,2016,Q3,September
Drivezy,₹48.72 Cr,$6.92M,487182805.3732545,Social Media,Mumbai,Maharashtra,Ratan Tata,Pre-Series A,2019-06-15,2019,Q2,June
Razorpay,₹56.68 Cr,$8.43M,566773968.0699717,Fintech,Pune,Maharashtra,SAIF Partners,Series A,2016-04-12,2016,Q2,April
Milkbasket,₹169.05 Cr,$22.81M,1690533591.152965,E-Commerce,Ahmedabad,Gujarat,SAIF Partners,Series A,2020-09-25,2020,Q3,September
Vedantu,₹6.34 Cr,$0.93M,63423524.76342615,E-Commerce,Gurgaon,Haryana,Deepinder Goyal,Seed,2018-07-13,2018,Q3,July
Myntra,₹7.26 Cr,$1.59M,72605198.16014034,E-Commerce,Hyderabad,Telangana,Sachin Bansal,Seed,2010-01-28,2010,Q1,January
Freshdesk,₹13.45 Cr,$2.52M,134504124.31292367,E-Commerce,Lucknow,Uttar Pradesh,Blume Ventures,Seed,2012-01-22,2012,Q1,January
BluSmart,₹21.96 Cr,$2.60M,219599651.9107825,Social Media,Mumbai,Maharashtra,Fireside Ventures,Seed,2025-01-30,2025,Q1,January
CarWale,₹8.19 Cr,$1.11M,81880860.96224664,SaaS,Visakhapatnam,Andhra Pradesh,Lightspeed India,Seed,2021-04-14,2021,Q2,April
Ather Energy,₹1038.69 Cr,$122.92M,10386926064.0508,E-Commerce,Chennai,Tamil Nadu,"Lightspeed Venture Partners, Matrix Partners India, Carlyle Group, General Atlantic",Series C,2025-06-27,2025,Q2,June
Pilgrim,₹5.08 Cr,$0.65M,50779037.40362299,Deeptech,Delhi,Delhi,Sachin Bansal,Seed,2022-07-13,2022,Q3,July
The Ken,₹466.67 Cr,$63.49M,4666689038.430524,E-Commerce,Chennai,Tamil Nadu,"Chiratae Ventures, Accel India",Series B,2021-05-31,2021,Q2,May
Acko,₹126.00 Cr,$19.35M,1259969167.111777,E-Commerce,Mumbai,Maharashtra,Matrix Partners India,Bridge,2017-08-08,2017,Q3,August
Rivigo,₹77.40 Cr,$11.32M,774025697.090704,Foodtech,Kochi,Kerala,"Accel India, Lightspeed India",Series A,2018-08-29,2018,Q3,August
Zostel,₹92.19 Cr,$13.09M,921928249.6372966,Fintech,Visakhapatnam,Andhra Pradesh,Falguni Nayar,Series A,2019-08-03,2019,Q3,August
Grofers,₹37.11 Cr,$5.43M,371089819.8564922,E-Commerce,Delhi,Delhi,Matrix Partners India,Pre-Series A,2018-04-18,2018,Q2,April
Mobile Premier League,₹6.23 Cr,$0.93M,62275947.135136254,Foodtech,Thiruvananthapuram,Kerala,Kalaari Capital,Seed,2016-05-16,2016,Q2,May
Blinkit,₹246.17 Cr,$29.80M,2461704643.8448515,Edtech,Delhi,Delhi,Tiger Global,Series B,2023-11-20,2023,Q4,November
Verloop.io,₹70.95 Cr,$10.90M,709511097.4008496,Fintech,Indore,Madhya Pradesh,"Ritesh Agarwal, Kunal Shah",Series A,2017-04-25,2017,Q2,April
Revv,₹19.45 Cr,$2.89M,194450301.15202022,Fintech,Mumbai,Maharashtra,Indian Angel Network,Seed,2016-02-22,2016,Q1,February
FabFurnish,₹291.22 Cr,$45.40M,2912248699.325959,Foodtech,Pune,Maharashtra,"Accel Partners, Flipkart Ventures",Series B,2015-10-15,2015,Q4,October
Oyo,₹407.64 Cr,$57.89M,4076388466.5569906,E-Commerce,Ahmedabad,Gujarat,Fireside Ventures,Series B,2019-07-03,2019,Q3,July
PhonePe,₹164.69 Cr,$25.29M,1646936175.428676,E-Commerce,Chennai,Tamil Nadu,"General Atlantic, Flipkart Ventures",Series B,2017-12-25,2017,Q4,December
Go Digit,₹526.47 Cr,$74.76M,5264731787.530911,Social Media,Delhi,Delhi,"Fireside Ventures, Lightspeed India",Debt,2019-07-19,2019,Q3,July
DeHaat,₹6.80 Cr,$1.16M,67977250.68915303,E-Commerce,Mumbai,Maharashtra,Lightspeed India,Seed,2013-06-05,2013,Q2,June
Zostel,₹26.69 Cr,$3.63M,266911795.03551808,Fintech,Kochi,Kerala,Mumbai Angels,Seed,2021-05-05,2021,Q2,May
Atomberg,₹3.53 Cr,$0.43M,35332476.03562168,SaaS,Pune,Maharashtra,Kunal Shah,Seed,2023-10-19,2023,Q4,October
BookMyShow,₹248.66 Cr,$46.53M,2486620605.5413475,E-Commerce,Mumbai,Maharashtra,"SAIF Partners, Aditya Birla Ventures",Series B,2012-03-11,2012,Q1,March
